# Derived from cve-1000/pool.tsv and cve-1000/ledger.tsv by build_digest.py.
# Regenerate rather than edit. Columns: rank, cve, status.
# PENDING means the pool holds this rank and no review has been recorded.
240	CVE-2020-6816	ATTENTION
241	CVE-2022-35513	FIXED
242	CVE-2026-23480	ATTENTION
243	CVE-2022-31101	FIXED
244	CVE-2022-23626	FIXED
245	CVE-2013-10027	FIXED
246	CVE-2026-40316	FIXED
247	CVE-2026-25100	CAUGHT
248	CVE-2020-27153	FIXED
249	CVE-2025-13466	FIXED
250	CVE-2026-39387	FIXED
251	CVE-2020-4040	FIXED
252	CVE-2020-1469	FIXED
253	CVE-2020-36640	FIXED
254	CVE-2023-39010	FIXED
255	CVE-2016-10735	FIXED
256	CVE-2015-5685	FIXED
257	CVE-2019-20921	FIXED
258	CVE-2022-1726	FIXED
259	CVE-2024-41962	ATTENTION
260	CVE-2026-34582	ATTENTION
261	CVE-2020-28473	FIXED
262	CVE-2019-5484	FIXED
263	CVE-2023-25568	FIXED
264	CVE-2026-5144	ATTENTION
265	CVE-2026-33750	FIXED
266	CVE-2018-1109	FIXED
267	CVE-2020-35918	FIXED
268	CVE-2021-25905	FIXED
269	CVE-2015-5057	FIXED
270	CVE-2018-15759	FIXED
271	CVE-2022-37617	FIXED
272	CVE-2016-10718	ATTENTION
273	CVE-2020-7790	FIXED
274	CVE-2020-15904	FIXED
275	CVE-2026-44318	FIXED
276	CVE-2015-4411	FIXED
277	CVE-2022-39389	FIXED
278	CVE-2012-2109	FIXED
279	CVE-2017-6954	ATTENTION
280	CVE-2026-35218	FIXED
281	CVE-2025-54433	FIXED
282	CVE-2021-3602	FIXED
283	CVE-2009-2959	FIXED
284	CVE-2013-6374	FIXED
285	CVE-2024-23652	FIXED
286	CVE-2021-21628	FIXED
287	CVE-2023-45814	FIXED
288	CVE-2026-29004	FIXED
289	CVE-2020-36462	CAUGHT
290	CVE-2021-28033	FIXED
291	CVE-2018-18206	FIXED
292	CVE-2023-22895	FIXED
293	CVE-2018-20433	CAUGHT
294	CVE-2020-25449	FIXED
295	CVE-2021-23518	FIXED
296	CVE-2021-39165	FIXED
297	CVE-2016-10700	FIXED
298	CVE-2022-29718	FIXED
299	CVE-2025-53528	FIXED
300	CVE-2025-67511	FIXED
301	CVE-2021-21236	FIXED
302	CVE-2020-13955	CAUGHT
303	CVE-2026-30853	FIXED
304	CVE-2021-3987	ATTENTION
305	CVE-2026-7713	FIXED
306	CVE-2026-6720	FIXED
307	CVE-2021-25969	FIXED
308	CVE-2015-5344	FIXED
309	CVE-2026-45760	FIXED
310	CVE-2016-10762	FIXED
311	CVE-2013-7416	FIXED
312	CVE-2026-53981	ATTENTION
313	CVE-2015-2312	FIXED
314	CVE-2024-51745	FIXED
315	CVE-2016-7151	FIXED
316	CVE-2022-46167	FIXED
317	CVE-2023-46254	FIXED
318	CVE-2022-23652	FIXED
319	CVE-2025-22145	FIXED
320	CVE-2023-6835	FIXED
321	CVE-2023-6836	FIXED
322	CVE-2023-6836	FIXED
323	CVE-2023-6836	FIXED
324	CVE-2024-1440	FIXED
325	CVE-2025-10713	CAUGHT
326	CVE-2022-4520	FIXED
327	CVE-2022-36113	FIXED
328	CVE-2023-28857	FIXED
329	CVE-2023-28857	CAUGHT
330	CVE-2023-37265	FIXED
331	CVE-2024-24765	FIXED
332	CVE-2022-38638	FIXED
333	CVE-2024-22194	FIXED
334	CVE-2021-21673	FIXED
335	CVE-2018-8016	FIXED
336	CVE-2023-30601	FIXED
337	CVE-2026-26009	FIXED
338	CVE-2026-26009	CAUGHT
339	CVE-2022-34191	CAUGHT
340	CVE-2020-29367	FIXED
341	CVE-2024-26134	FIXED
342	CVE-2015-3206	ATTENTION
343	CVE-2026-6143	FIXED
344	CVE-2024-7884	FIXED
345	CVE-2024-22194	CAUGHT
346	CVE-2021-26305	FIXED
347	CVE-2023-4913	FIXED
348	CVE-2019-3830	FIXED
349	CVE-2011-4356	FIXED
350	CVE-2019-16195	FIXED
351	CVE-2015-1561	FIXED
352	CVE-2018-14649	FIXED
353	CVE-2026-53901	FIXED
354	CVE-2021-3910	FIXED
355	CVE-2016-15037	FIXED
356	CVE-2021-41816	FIXED
357	CVE-2026-4985	FIXED
358	CVE-2016-3202	FIXED
359	CVE-2025-53632	FIXED
360	CVE-2026-31941	FIXED
361	CVE-2023-24769	FIXED
362	CVE-2024-30850	FIXED
363	CVE-2022-29180	FIXED
364	CVE-2026-41518	FIXED
365	CVE-2019-18841	FIXED
366	CVE-2020-36625	FIXED
367	CVE-2026-5998	FIXED
368	CVE-2026-23842	FIXED
369	CVE-2026-20915	FIXED
370	CVE-2019-10782	FIXED
371	CVE-2010-5142	FIXED
372	CVE-2008-0252	FIXED
373	CVE-2026-32937	FIXED
374	CVE-2025-1386	FIXED
375	CVE-2017-18869	FIXED
376	CVE-2020-7758	FIXED
377	CVE-2026-4735	FIXED
378	CVE-2012-1001	CAUGHT
379	CVE-2025-24895	FIXED
380	CVE-2023-27595	FIXED
381	CVE-2023-28114	FIXED
382	CVE-2016-15022	FIXED
383	CVE-2026-42144	FIXED
384	CVE-2013-4202	FIXED
385	CVE-2026-42553	FIXED
386	CVE-2026-45155	FIXED
387	CVE-2013-5957	FIXED
388	CVE-2022-28145	FIXED
389	CVE-2016-10749	FIXED
390	CVE-2024-41674	FIXED
391	CVE-2022-24728	FIXED
392	CVE-2025-58064	FIXED
393	CVE-2023-37905	CAUGHT
394	CVE-2013-7087	FIXED
395	CVE-2020-7613	FIXED
396	CVE-2026-26422	FIXED
397	CVE-2026-4092	FIXED
398	CVE-2021-47621	FIXED
399	CVE-2026-6486	FIXED
400	CVE-2019-19576	FIXED
401	CVE-2026-45136	FIXED
402	CVE-2018-20992	FIXED
403	CVE-2026-34218	FIXED
404	CVE-2025-8917	FIXED
405	CVE-2022-42966	FIXED
406	CVE-2023-48052	FIXED
407	CVE-2025-15558	FIXED
408	CVE-2025-11953	FIXED
409	CVE-2010-10007	FIXED
410	CVE-2020-8565	FIXED
411	CVE-2026-45727	FIXED
412	CVE-2023-25015	FIXED
413	CVE-2016-10582	FIXED
414	CVE-2026-7221	FIXED
415	CVE-2020-2258	FIXED
416	CVE-2026-25726	FIXED
417	CVE-2019-17562	FIXED
418	CVE-2023-47129	FIXED
419	CVE-2017-8052	FIXED
420	CVE-2017-1000495	FIXED
421	CVE-2019-10260	FIXED
422	CVE-2024-8572	FIXED
423	CVE-2018-7035	FIXED
424	CVE-2020-21146	FIXED
425	CVE-2011-4952	FIXED
426	CVE-2020-35846	CAUGHT
427	CVE-2022-2713	FIXED
428	CVE-2025-47948	FIXED
429	CVE-2021-23420	FIXED
430	CVE-2026-25660	FIXED
431	CVE-2020-15123	FIXED
432	CVE-2023-2195	FIXED
433	CVE-2015-5725	FIXED
434	CVE-2015-3907	FIXED
435	CVE-2020-7760	FIXED
436	CVE-2025-66411	FIXED
437	CVE-2021-46897	ATTENTION
438	CVE-2021-3810	FIXED
439	CVE-2025-47269	FIXED
440	CVE-2021-25008	FIXED
441	CVE-2017-11366	FIXED
442	CVE-2023-26113	FIXED
443	CVE-2022-4638	FIXED
444	CVE-2026-45154	FIXED
445	CVE-2015-7541	FIXED
446	CVE-2021-29060	FIXED
447	CVE-2023-34450	FIXED
448	CVE-2020-15885	FIXED
449	CVE-2026-29172	FIXED
450	CVE-2024-9341	FIXED
451	CVE-2019-10010	FIXED
452	CVE-2012-2098	FIXED
453	CVE-2019-19619	FIXED
454	CVE-2021-20178	FIXED
455	CVE-2024-6376	FIXED
456	CVE-2019-10799	ATTENTION
457	CVE-2011-1941	FIXED
458	CVE-2024-35241	FIXED
459	CVE-2024-8953	CAUGHT
460	CVE-2020-2259	FIXED
461	CVE-2022-41226	CAUGHT
462	CVE-2022-43423	FIXED
463	CVE-2022-43430	CAUGHT
464	CVE-2022-36895	FIXED
465	CVE-2022-36897	CAUGHT
466	CVE-2022-36900	CAUGHT
467	CVE-2021-27671	FIXED
468	CVE-2020-11476	FIXED
469	CVE-2022-39294	FIXED
470	CVE-2022-23106	FIXED
471	CVE-2026-40087	SKIP
472	CVE-2024-32866	FIXED
473	CVE-2013-7370	FIXED
474	CVE-2026-32276	FIXED
475	CVE-2020-36437	FIXED
476	CVE-2025-58356	FIXED
477	CVE-2020-15178	FIXED
478	CVE-2012-10010	FIXED
479	CVE-2019-16966	FIXED
480	CVE-2021-21334	FIXED
481	CVE-2017-16558	FIXED
482	CVE-2024-47069	FIXED
483	CVE-2025-55164	FIXED
484	CVE-2019-8359	FIXED
485	CVE-2020-28268	FIXED
486	CVE-2022-24278	FIXED
487	CVE-2017-18589	FIXED
488	CVE-2021-23442	FIXED
489	CVE-2009-10001	CAUGHT
490	CVE-2020-2177	FIXED
491	CVE-2023-37474	FIXED
492	CVE-2021-43849	FIXED
493	CVE-2026-10514	FIXED
494	CVE-2016-10007	FIXED
495	CVE-2024-42354	FIXED
496	CVE-2021-32671	FIXED
497	CVE-2016-10327	FIXED
498	CVE-2012-4383	FIXED
499	CVE-2026-25577	FIXED
500	CVE-2026-40583	FIXED
501	CVE-2011-3352	FIXED
502	CVE-2012-2270	FIXED
503	CVE-2026-2035	CAUGHT
504	CVE-2014-8122	FIXED
505	CVE-2020-13677	FIXED
506	CVE-2025-59016	FIXED
507	CVE-2026-33906	FIXED
508	CVE-2026-27621	FIXED
509	CVE-2014-0086	FIXED
510	CVE-2023-28452	ATTENTION
